216000068,216000358,5:30
216000068,216000358,6:00
216000068,216000358,6:30
216000068,216000358,6:55
216000068,216000358,7:20
216000068,216000358,7:45
216000068,216000358,8:10
216000068,216000358,8:40
216000068,216000358,9:10
216000068,216000358,9:40
216000068,216000358,10:10
216000068,216000358,10:50
216000068,216000358,11:50
216000068,216000358,12:20
216000068,216000358,13:00
216000068,216000358,13:25
216000068,216000358,13:50
216000068,216000358,14:15
216000068,216000358,14:40
216000068,216000358,15:10
216000068,216000358,15:40
216000068,216000358,16:40
216000068,216000358,17:10
216000068,216000358,17:40
216000068,216000358,18:10
216000068,216000358,18:40
216000068,216000358,19:10
216000068,216000358,19:40
216000068,216000358,20:10
216000068,216000358,20:40
216000068,216000358,21:05
216000068,216000358,21:30
216000068,216000358,21:55
216000068,216000358,22:20
216000068,216000358,22:45
216000068,216000358,23:10
216000068,216000138,6:00
216000068,216000138,6:30
216000068,216000138,7:00
216000068,216000138,7:30
216000068,216000138,7:55
216000068,216000138,8:20
216000068,216000138,8:45
216000068,216000138,9:10
216000068,216000138,9:40
216000068,216000138,10:10
216000068,216000138,10:40
216000068,216000138,11:20
216000068,216000138,12:20
216000068,216000138,12:50
216000068,216000138,13:30
216000068,216000138,13:55
216000068,216000138,14:20
216000068,216000138,14:45
216000068,216000138,15:10
216000068,216000138,15:40
216000068,216000138,16:10
216000068,216000138,17:10
216000068,216000138,17:45
216000068,216000138,18:15
216000068,216000138,18:45
216000068,216000138,19:15
216000068,216000138,19:45
216000068,216000138,20:10
216000068,216000138,20:40
216000068,216000138,21:10
216000068,216000138,21:35
216000068,216000138,22:00
216000068,216000138,22:25
216000068,216000138,22:50
216000068,216000138,23:15
216000068,216000138,23:40
